,id,topic,newsOrTwit
618,5dbf71a811bb5a181c1681ad,,N
619,5dbf71a811bb5a181c1681ae,,N
620,5dbf71a811bb5a181c1681af,,N
621,5dbf71a811bb5a181c1681b0,,N
622,5dbf71a911bb5a181c1681b1,,N
623,5dbf71a911bb5a181c1681b2,,N
624,5dbf71a911bb5a181c1681b3,,N
625,5dbf71a911bb5a181c1681b4,,N
626,5dbf71a911bb5a181c1681b5,,N
627,5dbf71a911bb5a181c1681b6,,N
628,5dbf71a911bb5a181c1681b7,,N
629,5dbf71a911bb5a181c1681b8,,N
630,5dbf71a911bb5a181c1681b9,,N
631,5dbf71a911bb5a181c1681ba,,N
632,5dbf71a911bb5a181c1681bb,,N
633,5dbf71a911bb5a181c1681bc,,N
634,5dbf71a911bb5a181c1681bd,,N
635,5dbf71a911bb5a181c1681be,,N
636,5dbf71a911bb5a181c1681bf,,N
637,5dbf71a911bb5a181c1681c0,,N
638,5dbf71a911bb5a181c1681c1,,N
639,5dbf71b111bb5a181c1681c2,,N
640,5dbf71b111bb5a181c1681c3,,N
641,5dbf71b111bb5a181c1681c4,,N
642,5dbf71b111bb5a181c1681c5,,N
643,5dbf71b111bb5a181c1681c6,,N
644,5dbf71b111bb5a181c1681c7,,N
645,5dbf71b111bb5a181c1681c8,,N
646,5dbf71b111bb5a181c1681c9,,N
647,5dbf71b111bb5a181c1681ca,,N
648,5dbf71b111bb5a181c1681cb,,N
649,5dbf71b111bb5a181c1681cc,,N
650,5dbf71b111bb5a181c1681cd,,N
651,5dbf71b111bb5a181c1681ce,,N
652,5dbf71b111bb5a181c1681cf,,N
653,5dbf71b111bb5a181c1681d0,,N
654,5dbf71b111bb5a181c1681d1,,N
655,5dbf71b211bb5a181c1681d2,,N
656,5dbf71b211bb5a181c1681d3,,N
657,5dbf71b211bb5a181c1681d4,,N
658,5dbf71b211bb5a181c1681d5,,N
659,5dbf71b211bb5a181c1681d6,,N
660,5dbf71b211bb5a181c1681d7,,N
661,5dbf71b211bb5a181c1681d8,,N
662,5dbf71b211bb5a181c1681d9,,N
663,5dbf71b211bb5a181c1681da,,N
664,5dbf71b211bb5a181c1681db,,N
665,5dbf71b211bb5a181c1681dc,,N
666,5dbf71b211bb5a181c1681dd,,N
667,5dbf71b211bb5a181c1681de,,N
668,5dbf71b211bb5a181c1681df,,N
669,5dbf71b211bb5a181c1681e0,,N
670,5dbf71b211bb5a181c1681e1,,N
671,5dbf71b211bb5a181c1681e2,,N
672,5dbf71b211bb5a181c1681e3,,N
673,5dbf71b211bb5a181c1681e4,,N
674,5dbf71b211bb5a181c1681e5,,N
675,5dbf71b311bb5a181c1681e6,,N
676,5dbf71b311bb5a181c1681e7,,N
677,5dbf71b311bb5a181c1681e8,,N
678,5dbf71b311bb5a181c1681e9,,N
679,5dbf71b311bb5a181c1681ea,,N
680,5dbf71b311bb5a181c1681eb,,N
681,5dbf71b311bb5a181c1681ec,,N
682,5dbf71b311bb5a181c1681ed,,N
683,5dbf71b311bb5a181c1681ee,,N
684,5dbf71b311bb5a181c1681ef,,N
685,5dbf71b311bb5a181c1681f0,,N
686,5dbf71b311bb5a181c1681f1,,N
687,5dbf71b311bb5a181c1681f2,,N
688,5dbf71b311bb5a181c1681f3,,N
689,5dbf71b311bb5a181c1681f4,,N
690,5dbf71b311bb5a181c1681f5,,N
691,5dbf71b311bb5a181c1681f6,,N
692,5dbf71b311bb5a181c1681f7,,N
693,5dbf71b311bb5a181c1681f8,,N
694,5dbf71b311bb5a181c1681f9,,N
695,5dbf71b311bb5a181c1681fa,,N
696,5dbf71b411bb5a181c1681fb,,N
697,5dbf71b411bb5a181c1681fc,,N
698,5dbf71b411bb5a181c1681fd,,N
699,5dbf71b411bb5a181c1681fe,,N
700,5dbf71b411bb5a181c1681ff,,N
701,5dbf71b411bb5a181c168200,,N
702,5dbf71b411bb5a181c168201,,N
703,5dbf71b411bb5a181c168202,,N
704,5dbf71b411bb5a181c168203,,N
705,5dbf71b411bb5a181c168204,,N
706,5dbf71b411bb5a181c168205,,N
707,5dbf71b411bb5a181c168206,,N
708,5dbf71b411bb5a181c168207,,N
709,5dbf71b411bb5a181c168208,,N
710,5dbf71b411bb5a181c168209,,N
711,5dbf71b411bb5a181c16820a,,N
712,5dbf71b411bb5a181c16820b,,N
713,5dbf71b411bb5a181c16820c,,N
714,5dbf71b411bb5a181c16820d,,N
715,5dbf71b411bb5a181c16820e,,N
716,5dbf71b411bb5a181c16820f,,N
717,5dbf71b511bb5a181c168210,,N
718,5dbf71b511bb5a181c168211,,N
719,5dbf71b511bb5a181c168212,,N
720,5dbf71b511bb5a181c168213,,N
721,5dbf71b511bb5a181c168214,,N
722,5dbf71b511bb5a181c168215,,N
723,5dbf71b511bb5a181c168216,,N
724,5dbf71b511bb5a181c168217,,N
725,5dbf71b511bb5a181c168218,,N
726,5dbf71b511bb5a181c168219,,N
727,5dbf71b511bb5a181c16821a,,N
728,5dbf71b511bb5a181c16821b,,N
729,5dbf71b511bb5a181c16821c,,N
730,5dbf71b511bb5a181c16821d,,N
731,5dbf71b511bb5a181c16821e,,N
732,5dbf71b511bb5a181c16821f,,N
733,5dbf71b511bb5a181c168220,,N
734,5dbf71b511bb5a181c168221,,N
735,5dbf71b511bb5a181c168222,,N
736,5dbf71b511bb5a181c168223,,N
737,5dbf71b611bb5a181c168224,,N
738,5dbf71b611bb5a181c168225,,N
739,5dbf71bd11bb5a181c168226,,N
740,5dbf71bd11bb5a181c168227,,N
741,5dbf71bd11bb5a181c168228,,N
742,5dbf71bd11bb5a181c168229,,N
743,5dbf71bd11bb5a181c16822a,,N
744,5dbf71bd11bb5a181c16822b,,N
745,5dbf71bd11bb5a181c16822c,,N
746,5dbf71bd11bb5a181c16822d,,N
747,5dbf71bd11bb5a181c16822e,,N
748,5dbf71bd11bb5a181c16822f,,N
749,5dbf71be11bb5a181c168230,,N
750,5dbf71be11bb5a181c168231,,N
751,5dbf71be11bb5a181c168232,,N
752,5dbf71be11bb5a181c168233,,N
753,5dbf71be11bb5a181c168234,,N
754,5dbf71be11bb5a181c168235,,N
755,5dbf71be11bb5a181c168236,,N
756,5dbf71be11bb5a181c168237,,N
757,5dbf71be11bb5a181c168238,,N
758,5dbf71be11bb5a181c168239,,N
759,5dbf71be11bb5a181c16823a,,N
760,5dbf71be11bb5a181c16823b,,N
761,5dbf71be11bb5a181c16823c,,N
762,5dbf71be11bb5a181c16823d,,N
763,5dbf71be11bb5a181c16823e,,N
764,5dbf71be11bb5a181c16823f,,N
765,5dbf71be11bb5a181c168240,,N
766,5dbf71be11bb5a181c168241,,N
767,5dbf71be11bb5a181c168242,,N
768,5dbf71be11bb5a181c168243,,N
769,5dbf71bf11bb5a181c168244,,N
770,5dbf71bf11bb5a181c168245,,N
771,5dbf71bf11bb5a181c168246,,N
772,5dbf71bf11bb5a181c168247,,N
773,5dbf71bf11bb5a181c168248,,N
774,5dbf71bf11bb5a181c168249,,N
775,5dbf71bf11bb5a181c16824a,,N
776,5dbf71bf11bb5a181c16824b,,N
777,5dbf71bf11bb5a181c16824c,,N
778,5dbf71bf11bb5a181c16824d,,N
779,5dbf71bf11bb5a181c16824e,,N
780,5dbf71bf11bb5a181c16824f,,N
781,5dbf71bf11bb5a181c168250,,N
782,5dbf71bf11bb5a181c168251,,N
783,5dbf71bf11bb5a181c168252,,N
784,5dbf71bf11bb5a181c168253,,N
785,5dbf71bf11bb5a181c168254,,N
786,5dbf71bf11bb5a181c168255,,N
787,5dbf71bf11bb5a181c168256,,N
788,5dbf71bf11bb5a181c168257,,N
789,5dbf71c011bb5a181c168258,,N
790,5dbf71c011bb5a181c168259,,N
791,5dbf71c011bb5a181c16825a,,N
792,5dbf71c011bb5a181c16825b,,N
793,5dbf71c011bb5a181c16825c,,N
794,5dbf71c011bb5a181c16825d,,N
795,5dbf71c011bb5a181c16825e,,N
796,5dbf71c011bb5a181c16825f,,N
797,5dbf71c011bb5a181c168260,,N
798,5dbf71c011bb5a181c168261,,N
799,5dbf71c011bb5a181c168262,,N
800,5dbf71c011bb5a181c168263,,N
801,5dbf71c011bb5a181c168264,,N
802,5dbf71c011bb5a181c168265,,N
803,5dbf71c011bb5a181c168266,,N
804,5dbf71c011bb5a181c168267,,N
805,5dbf71c011bb5a181c168268,,N
806,5dbf71c011bb5a181c168269,,N
807,5dbf71c011bb5a181c16826a,,N
808,5dbf71c011bb5a181c16826b,,N
809,5dbf71c111bb5a181c16826c,,N
810,5dbf71c111bb5a181c16826d,,N
811,5dbf71c111bb5a181c16826e,,N
812,5dbf71c111bb5a181c16826f,,N
813,5dbf71c111bb5a181c168270,,N
814,5dbf71c111bb5a181c168271,,N
815,5dbf71c111bb5a181c168272,,N
816,5dbf71c111bb5a181c168273,,N
817,5dbf71c111bb5a181c168274,,N
818,5dbf71c111bb5a181c168275,,N
819,5dbf71c111bb5a181c168276,,N
820,5dbf71c111bb5a181c168277,,N
821,5dbf71c111bb5a181c168278,,N
822,5dbf71c111bb5a181c168279,,N
823,5dbf71c111bb5a181c16827a,,N
824,5dbf71c111bb5a181c16827b,,N
825,5dbf71c111bb5a181c16827c,,N
826,5dbf71c111bb5a181c16827d,,N
827,5dbf71c111bb5a181c16827e,,N
828,5dbf71c211bb5a181c16827f,,N
829,5dbf71c211bb5a181c168280,,N
830,5dbf71c211bb5a181c168281,,N
831,5dbf71c211bb5a181c168282,,N
832,5dbf71c211bb5a181c168283,,N
833,5dbf71c211bb5a181c168284,,N
834,5dbf71c211bb5a181c168285,,N
835,5dbf71c211bb5a181c168286,,N
836,5dbf71c211bb5a181c168287,,N
837,5dbf71c211bb5a181c168288,,N
838,5dbf71c211bb5a181c168289,,N
839,5dbf71cb11bb5a181c16828a,,N
840,5dbf71cb11bb5a181c16828b,,N
841,5dbf71cb11bb5a181c16828c,,N
842,5dbf71cb11bb5a181c16828d,,N
843,5dbf71cb11bb5a181c16828e,,N
844,5dbf71cb11bb5a181c16828f,,N
845,5dbf71cb11bb5a181c168290,,N
846,5dbf71cb11bb5a181c168291,,N
847,5dbf71cb11bb5a181c168292,,N
848,5dbf71cb11bb5a181c168293,,N
849,5dbf71cb11bb5a181c168294,,N
850,5dbf71cb11bb5a181c168295,,N
851,5dbf71cb11bb5a181c168296,,N
852,5dbf71cb11bb5a181c168297,,N
853,5dbf71cb11bb5a181c168298,,N
854,5dbf71cb11bb5a181c168299,,N
855,5dbf71cb11bb5a181c16829a,,N
856,5dbf71cb11bb5a181c16829b,,N
857,5dbf71cb11bb5a181c16829c,,N
858,5dbf71cb11bb5a181c16829d,,N
859,5dbf71cc11bb5a181c16829e,,N
860,5dbf71cc11bb5a181c16829f,,N
861,5dbf71cc11bb5a181c1682a0,,N
862,5dbf71cc11bb5a181c1682a1,,N
863,5dbf71cc11bb5a181c1682a2,,N
864,5dbf71cc11bb5a181c1682a3,,N
865,5dbf71cc11bb5a181c1682a4,,N
866,5dbf71cc11bb5a181c1682a5,,N
867,5dbf71cc11bb5a181c1682a6,,N
868,5dbf71cc11bb5a181c1682a7,,N
869,5dbf71cc11bb5a181c1682a8,,N
870,5dbf71cc11bb5a181c1682a9,,N
871,5dbf71cc11bb5a181c1682aa,,N
872,5dbf71cc11bb5a181c1682ab,,N
873,5dbf71cc11bb5a181c1682ac,,N
874,5dbf71cc11bb5a181c1682ad,,N
875,5dbf71cc11bb5a181c1682ae,,N
876,5dbf71cc11bb5a181c1682af,,N
877,5dbf71cc11bb5a181c1682b0,,N
878,5dbf71cc11bb5a181c1682b1,,N
879,5dbf71cc11bb5a181c1682b2,,N
880,5dbf71cd11bb5a181c1682b3,,N
881,5dbf71cd11bb5a181c1682b4,,N
882,5dbf71cd11bb5a181c1682b5,,N
883,5dbf71cd11bb5a181c1682b6,,N
884,5dbf71cd11bb5a181c1682b7,,N
885,5dbf71cd11bb5a181c1682b8,,N
886,5dbf71cd11bb5a181c1682b9,,N
887,5dbf71cd11bb5a181c1682ba,,N
888,5dbf71cd11bb5a181c1682bb,,N
889,5dbf71cd11bb5a181c1682bc,,N
890,5dbf71cd11bb5a181c1682bd,,N
891,5dbf71cd11bb5a181c1682be,,N
892,5dbf71cd11bb5a181c1682bf,,N
893,5dbf71cd11bb5a181c1682c0,,N
894,5dbf71cd11bb5a181c1682c1,,N
895,5dbf71cd11bb5a181c1682c2,,N
896,5dbf71cd11bb5a181c1682c3,,N
897,5dbf71cd11bb5a181c1682c4,,N
898,5dbf71cd11bb5a181c1682c5,,N
899,5dbf71cd11bb5a181c1682c6,,N
900,5dbf71ce11bb5a181c1682c7,,N
901,5dbf71ce11bb5a181c1682c8,,N
902,5dbf71ce11bb5a181c1682c9,,N
903,5dbf71ce11bb5a181c1682ca,,N
904,5dbf71ce11bb5a181c1682cb,,N
905,5dbf71ce11bb5a181c1682cc,,N
906,5dbf71ce11bb5a181c1682cd,,N
907,5dbf71ce11bb5a181c1682ce,,N
908,5dbf71ce11bb5a181c1682cf,,N
909,5dbf71ce11bb5a181c1682d0,,N
910,5dbf71ce11bb5a181c1682d1,,N
911,5dbf71ce11bb5a181c1682d2,,N
912,5dbf71ce11bb5a181c1682d3,,N
913,5dbf71ce11bb5a181c1682d4,,N
914,5dbf71ce11bb5a181c1682d5,,N
915,5dbf71ce11bb5a181c1682d6,,N
916,5dbf71ce11bb5a181c1682d7,,N
917,5dbf71ce11bb5a181c1682d8,,N
918,5dbf71ce11bb5a181c1682d9,,N
919,5dbf71ce11bb5a181c1682da,,N
920,5dbf71ce11bb5a181c1682db,,N
921,5dbf71cf11bb5a181c1682dc,,N
922,5dbf71cf11bb5a181c1682dd,,N
923,5dbf71cf11bb5a181c1682de,,N
924,5dbf71cf11bb5a181c1682df,,N
925,5dbf71cf11bb5a181c1682e0,,N
926,5dbf71cf11bb5a181c1682e1,,N
927,5dbf71cf11bb5a181c1682e2,,N
928,5dbf71cf11bb5a181c1682e3,,N
929,5dbf71cf11bb5a181c1682e4,,N
930,5dbf71cf11bb5a181c1682e5,,N
931,5dbf71cf11bb5a181c1682e6,,N
932,5dbf71cf11bb5a181c1682e7,,N
933,5dbf71cf11bb5a181c1682e8,,N
934,5dbf71cf11bb5a181c1682e9,,N
935,5dbf71cf11bb5a181c1682ea,,N
936,5dbf71cf11bb5a181c1682eb,,N
937,5dbf71cf11bb5a181c1682ec,,N
938,5dbf71cf11bb5a181c1682ed,,N
939,5dbf71e111bb5a181c1682ee,,N
940,5dbf71e111bb5a181c1682ef,,N
941,5dbf71e111bb5a181c1682f0,,N
942,5dbf71e111bb5a181c1682f1,,N
943,5dbf71e111bb5a181c1682f2,,N
944,5dbf71e111bb5a181c1682f3,,N
945,5dbf71e111bb5a181c1682f4,,N
946,5dbf71e111bb5a181c1682f5,,N
947,5dbf71e111bb5a181c1682f6,,N
948,5dbf71e211bb5a181c1682f7,,N
949,5dbf71e211bb5a181c1682f8,,N
950,5dbf71e211bb5a181c1682f9,,N
951,5dbf71e211bb5a181c1682fa,,N
952,5dbf71e211bb5a181c1682fb,,N
953,5dbf71e211bb5a181c1682fc,,N
954,5dbf71e211bb5a181c1682fd,,N
955,5dbf71e211bb5a181c1682fe,,N
956,5dbf71e211bb5a181c1682ff,,N
957,5dbf71e211bb5a181c168300,,N
958,5dbf71e211bb5a181c168301,,N
959,5dbf71e211bb5a181c168302,,N
960,5dbf71e211bb5a181c168303,,N
961,5dbf71e211bb5a181c168304,,N
962,5dbf71e211bb5a181c168305,,N
963,5dbf71e211bb5a181c168306,,N
964,5dbf71e211bb5a181c168307,,N
965,5dbf71e211bb5a181c168308,,N
966,5dbf71e211bb5a181c168309,,N
967,5dbf71e211bb5a181c16830a,,N
968,5dbf71e311bb5a181c16830b,,N
969,5dbf71e311bb5a181c16830c,,N
970,5dbf71e311bb5a181c16830d,,N
971,5dbf71e311bb5a181c16830e,,N
972,5dbf71e311bb5a181c16830f,,N
973,5dbf71e311bb5a181c168310,,N
974,5dbf71e311bb5a181c168311,,N
975,5dbf71e311bb5a181c168312,,N
976,5dbf71e311bb5a181c168313,,N
977,5dbf71e311bb5a181c168314,,N
978,5dbf71e311bb5a181c168315,,N
979,5dbf71e311bb5a181c168316,,N
980,5dbf71e311bb5a181c168317,,N
981,5dbf71e311bb5a181c168318,,N
982,5dbf71e311bb5a181c168319,,N
983,5dbf71e311bb5a181c16831a,,N
984,5dbf71e311bb5a181c16831b,,N
985,5dbf71e311bb5a181c16831c,,N
986,5dbf71e311bb5a181c16831d,,N
987,5dbf71e311bb5a181c16831e,,N
988,5dbf71e411bb5a181c16831f,,N
989,5dbf71e411bb5a181c168320,,N
990,5dbf71e411bb5a181c168321,,N
991,5dbf71e411bb5a181c168322,,N
992,5dbf71e411bb5a181c168323,,N
993,5dbf71e411bb5a181c168324,,N
994,5dbf71e411bb5a181c168325,,N
995,5dbf71e411bb5a181c168326,,N
996,5dbf71e411bb5a181c168327,,N
997,5dbf71e411bb5a181c168328,,N
998,5dbf71e411bb5a181c168329,,N
999,5dbf71e411bb5a181c16832a,,N
1000,5dbf71e411bb5a181c16832b,,N
1001,5dbf71e411bb5a181c16832c,,N
1002,5dbf71e411bb5a181c16832d,,N
1003,5dbf71e411bb5a181c16832e,,N
1004,5dbf71e411bb5a181c16832f,,N
1005,5dbf71e411bb5a181c168330,,N
1006,5dbf71e411bb5a181c168331,,N
1007,5dbf71e411bb5a181c168332,,N
1008,5dbf71e411bb5a181c168333,,N
1009,5dbf71e511bb5a181c168334,,N
1010,5dbf71e511bb5a181c168335,,N
1011,5dbf71e511bb5a181c168336,,N
1012,5dbf71e511bb5a181c168337,,N
1013,5dbf71e511bb5a181c168338,,N
1014,5dbf71e511bb5a181c168339,,N
1015,5dbf71e511bb5a181c16833a,,N
1016,5dbf71e511bb5a181c16833b,,N
1017,5dbf71e511bb5a181c16833c,,N
1018,5dbf71e511bb5a181c16833d,,N
1019,5dbf71e511bb5a181c16833e,,N
1020,5dbf71e511bb5a181c16833f,,N
1021,5dbf71e511bb5a181c168340,,N
1022,5dbf71e511bb5a181c168341,,N
1023,5dbf71e511bb5a181c168342,,N
1024,5dbf71e511bb5a181c168343,,N
1025,5dbf71e511bb5a181c168344,,N
1026,5dbf71e511bb5a181c168345,,N
1027,5dbf71e511bb5a181c168346,,N
1028,5dbf71e511bb5a181c168347,,N
1029,5dbf71e511bb5a181c168348,,N
1030,5dbf71e611bb5a181c168349,,N
1031,5dbf71e611bb5a181c16834a,,N
1032,5dbf71e611bb5a181c16834b,,N
1033,5dbf71e611bb5a181c16834c,,N
1034,5dbf71e611bb5a181c16834d,,N
1035,5dbf71e611bb5a181c16834e,,N
1036,5dbf71e611bb5a181c16834f,,N
1037,5dbf71e611bb5a181c168350,,N
1038,5dbf71e611bb5a181c168351,,N
1039,5dbf722e11bb5a181c168352,,N
1040,5dbf722e11bb5a181c168353,,N
1041,5dbf722e11bb5a181c168354,,N
1042,5dbf722e11bb5a181c168355,,N
1043,5dbf722e11bb5a181c168356,,N
1044,5dbf722e11bb5a181c168357,,N
1045,5dbf722e11bb5a181c168358,,N
1046,5dbf722e11bb5a181c168359,,N
1047,5dbf722e11bb5a181c16835a,,N
1048,5dbf722f11bb5a181c16835b,,N
1049,5dbf722f11bb5a181c16835c,,N
1050,5dbf722f11bb5a181c16835d,,N
1051,5dbf722f11bb5a181c16835e,,N
1052,5dbf722f11bb5a181c16835f,,N
1053,5dbf722f11bb5a181c168360,,N
1054,5dbf722f11bb5a181c168361,,N
1055,5dbf722f11bb5a181c168362,,N
1056,5dbf722f11bb5a181c168363,,N
1057,5dbf722f11bb5a181c168364,,N
1058,5dbf722f11bb5a181c168365,,N
1059,5dbf722f11bb5a181c168366,,N
1060,5dbf722f11bb5a181c168367,,N
1061,5dbf722f11bb5a181c168368,,N
1062,5dbf722f11bb5a181c168369,,N
1063,5dbf722f11bb5a181c16836a,,N
1064,5dbf722f11bb5a181c16836b,,N
1065,5dbf722f11bb5a181c16836c,,N
1066,5dbf722f11bb5a181c16836d,,N
1067,5dbf722f11bb5a181c16836e,,N
1068,5dbf722f11bb5a181c16836f,,N
1069,5dbf723011bb5a181c168370,,N
1070,5dbf723011bb5a181c168371,,N
1071,5dbf723011bb5a181c168372,,N
1072,5dbf723011bb5a181c168373,,N
1073,5dbf723011bb5a181c168374,,N
1074,5dbf723011bb5a181c168375,,N
1075,5dbf723011bb5a181c168376,,N
1076,5dbf723011bb5a181c168377,,N
1077,5dbf723011bb5a181c168378,,N
1078,5dbf723011bb5a181c168379,,N
1079,5dbf723011bb5a181c16837a,,N
1080,5dbf723011bb5a181c16837b,,N
1081,5dbf723011bb5a181c16837c,,N
1082,5dbf723011bb5a181c16837d,,N
1083,5dbf723011bb5a181c16837e,,N
1084,5dbf723011bb5a181c16837f,,N
1085,5dbf723011bb5a181c168380,,N
1086,5dbf723011bb5a181c168381,,N
1087,5dbf723011bb5a181c168382,,N
1088,5dbf723011bb5a181c168383,,N
1089,5dbf723111bb5a181c168384,,N
1090,5dbf723111bb5a181c168385,,N
1091,5dbf723111bb5a181c168386,,N
1092,5dbf723111bb5a181c168387,,N
1093,5dbf723111bb5a181c168388,,N
1094,5dbf723111bb5a181c168389,,N
1095,5dbf723111bb5a181c16838a,,N
1096,5dbf723111bb5a181c16838b,,N
1097,5dbf723111bb5a181c16838c,,N
1098,5dbf723111bb5a181c16838d,,N
1099,5dbf723111bb5a181c16838e,,N
1100,5dbf723111bb5a181c16838f,,N
1101,5dbf723111bb5a181c168390,,N
1102,5dbf723111bb5a181c168391,,N
1103,5dbf723111bb5a181c168392,,N
1104,5dbf723111bb5a181c168393,,N
1105,5dbf723111bb5a181c168394,,N
1106,5dbf723111bb5a181c168395,,N
1107,5dbf723111bb5a181c168396,,N
1108,5dbf723111bb5a181c168397,,N
1109,5dbf723111bb5a181c168398,,N
1110,5dbf723211bb5a181c168399,,N
1111,5dbf723211bb5a181c16839a,,N
1112,5dbf723211bb5a181c16839b,,N
1113,5dbf723211bb5a181c16839c,,N
1114,5dbf723211bb5a181c16839d,,N
1115,5dbf723211bb5a181c16839e,,N
1116,5dbf723211bb5a181c16839f,,N
1117,5dbf723211bb5a181c1683a0,,N
1118,5dbf723211bb5a181c1683a1,,N
1119,5dbf723211bb5a181c1683a2,,N
1120,5dbf723211bb5a181c1683a3,,N
1121,5dbf723211bb5a181c1683a4,,N
1122,5dbf723211bb5a181c1683a5,,N
1123,5dbf723211bb5a181c1683a6,,N
1124,5dbf723211bb5a181c1683a7,,N
1125,5dbf723211bb5a181c1683a8,,N
1126,5dbf723211bb5a181c1683a9,,N
1127,5dbf723211bb5a181c1683aa,,N
1128,5dbf723211bb5a181c1683ab,,N
1129,5dbf723211bb5a181c1683ac,,N
1130,5dbf723311bb5a181c1683ad,,N
1131,5dbf723311bb5a181c1683ae,,N
1132,5dbf723311bb5a181c1683af,,N
1133,5dbf723311bb5a181c1683b0,,N
1134,5dbf723311bb5a181c1683b1,,N
1135,5dbf723311bb5a181c1683b2,,N
1136,5dbf723311bb5a181c1683b3,,N
1137,5dbf723311bb5a181c1683b4,,N
1138,5dbf723311bb5a181c1683b5,,N
1139,5dbf726f11bb5a181c1683b6,Other,N
1140,5dbf726f11bb5a181c1683b7,,N
1141,5dbf726f11bb5a181c1683b8,,N
1142,5dbf726f11bb5a181c1683b9,,N
1143,5dbf726f11bb5a181c1683ba,,N
1144,5dbf726f11bb5a181c1683bb,,N
1145,5dbf726f11bb5a181c1683bc,,N
1146,5dbf726f11bb5a181c1683bd,,N
1147,5dbf726f11bb5a181c1683be,,N
1148,5dbf726f11bb5a181c1683bf,,N
1149,5dbf726f11bb5a181c1683c0,,N
1150,5dbf726f11bb5a181c1683c1,,N
1151,5dbf726f11bb5a181c1683c2,,N
1152,5dbf726f11bb5a181c1683c3,,N
1153,5dbf726f11bb5a181c1683c4,,N
1154,5dbf726f11bb5a181c1683c5,,N
1155,5dbf726f11bb5a181c1683c6,,N
1156,5dbf726f11bb5a181c1683c7,,N
1157,5dbf726f11bb5a181c1683c8,,N
1158,5dbf727011bb5a181c1683c9,,N
1159,5dbf727011bb5a181c1683ca,,N
1160,5dbf727011bb5a181c1683cb,,N
1161,5dbf727011bb5a181c1683cc,,N
1162,5dbf727011bb5a181c1683cd,,N
1163,5dbf727011bb5a181c1683ce,,N
1164,5dbf727011bb5a181c1683cf,,N
1165,5dbf727011bb5a181c1683d0,,N
1166,5dbf727011bb5a181c1683d1,,N
1167,5dbf727011bb5a181c1683d2,,N
1168,5dbf727011bb5a181c1683d3,,N
1169,5dbf727011bb5a181c1683d4,,N
1170,5dbf727011bb5a181c1683d5,,N
1171,5dbf727011bb5a181c1683d6,,N
1172,5dbf727011bb5a181c1683d7,,N
1173,5dbf727011bb5a181c1683d8,,N
1174,5dbf727011bb5a181c1683d9,,N
1175,5dbf727011bb5a181c1683da,Other,N
1176,5dbf727011bb5a181c1683db,,N
1177,5dbf727011bb5a181c1683dc,,N
1178,5dbf727111bb5a181c1683dd,,N
1179,5dbf727111bb5a181c1683de,,N
1180,5dbf727111bb5a181c1683df,,N
1181,5dbf727111bb5a181c1683e0,Other,N
1182,5dbf727111bb5a181c1683e1,,N
1183,5dbf727111bb5a181c1683e2,,N
1184,5dbf727111bb5a181c1683e3,,N
1185,5dbf727111bb5a181c1683e4,,N
1186,5dbf727111bb5a181c1683e5,,N
1187,5dbf727111bb5a181c1683e6,,N
1188,5dbf727111bb5a181c1683e7,,N
1189,5dbf727111bb5a181c1683e8,,N
1190,5dbf727111bb5a181c1683e9,,N
1191,5dbf727111bb5a181c1683ea,,N
1192,5dbf727111bb5a181c1683eb,,N
1193,5dbf727111bb5a181c1683ec,,N
1194,5dbf727111bb5a181c1683ed,,N
1195,5dbf727111bb5a181c1683ee,,N
1196,5dbf727111bb5a181c1683ef,,N
1197,5dbf727211bb5a181c1683f0,,N
1198,5dbf727211bb5a181c1683f1,,N
1199,5dbf727211bb5a181c1683f2,,N
1200,5dbf727211bb5a181c1683f3,,N
1201,5dbf727211bb5a181c1683f4,,N
1202,5dbf727211bb5a181c1683f5,,N
1203,5dbf727211bb5a181c1683f6,,N
1204,5dbf727211bb5a181c1683f7,,N
1205,5dbf727211bb5a181c1683f8,Other,N
1206,5dbf727211bb5a181c1683f9,,N
1207,5dbf727211bb5a181c1683fa,,N
1208,5dbf727211bb5a181c1683fb,,N
1209,5dbf727211bb5a181c1683fc,,N
1210,5dbf727211bb5a181c1683fd,,N
1211,5dbf727211bb5a181c1683fe,,N
1212,5dbf727211bb5a181c1683ff,,N
1213,5dbf727211bb5a181c168400,,N
1214,5dbf727211bb5a181c168401,,N
1215,5dbf727211bb5a181c168402,,N
1216,5dbf727211bb5a181c168403,,N
1217,5dbf727211bb5a181c168404,,N
1218,5dbf727311bb5a181c168405,,N
1219,5dbf727311bb5a181c168406,,N
1220,5dbf727311bb5a181c168407,,N
1221,5dbf727311bb5a181c168408,Other,N
1222,5dbf727311bb5a181c168409,Other,N
1223,5dbf727311bb5a181c16840a,,N
1224,5dbf727311bb5a181c16840b,,N
1225,5dbf727311bb5a181c16840c,,N
1226,5dbf727311bb5a181c16840d,,N
1227,5dbf727311bb5a181c16840e,,N
1228,5dbf727311bb5a181c16840f,,N
1229,5dbf727311bb5a181c168410,,N
1230,5dbf727311bb5a181c168411,,N
1231,5dbf727311bb5a181c168412,,N
1232,5dbf727311bb5a181c168413,,N
1233,5dbf727311bb5a181c168414,,N
1234,5dbf727311bb5a181c168415,,N
1235,5dbf727311bb5a181c168416,,N
1236,5dbf727311bb5a181c168417,,N
1237,5dbf727311bb5a181c168418,,N
1238,5dbf727411bb5a181c168419,,N
1239,5dbf728011bb5a181c16841a,,N
1240,5dbf728011bb5a181c16841b,Stock,N
