,id,topic,newsOrTwit
347,5dbf714f11bb5a181c16809e,,N
348,5dbf714f11bb5a181c16809f,,N
349,5dbf714f11bb5a181c1680a0,,N
350,5dbf714f11bb5a181c1680a1,,N
351,5dbf714f11bb5a181c1680a2,,N
352,5dbf714f11bb5a181c1680a3,,N
353,5dbf714f11bb5a181c1680a4,,N
354,5dbf714f11bb5a181c1680a5,,N
355,5dbf714f11bb5a181c1680a6,,N
356,5dbf715011bb5a181c1680a7,,N
357,5dbf715011bb5a181c1680a8,,N
358,5dbf715011bb5a181c1680a9,,N
359,5dbf715011bb5a181c1680aa,,N
360,5dbf715011bb5a181c1680ab,,N
361,5dbf715011bb5a181c1680ac,,N
362,5dbf715011bb5a181c1680ad,,N
363,5dbf715011bb5a181c1680ae,,N
364,5dbf715011bb5a181c1680af,,N
365,5dbf718211bb5a181c1680b0,,N
366,5dbf718211bb5a181c1680b1,,N
367,5dbf718211bb5a181c1680b2,,N
368,5dbf718211bb5a181c1680b3,,N
369,5dbf718211bb5a181c1680b4,,N
370,5dbf718211bb5a181c1680b5,,N
371,5dbf718211bb5a181c1680b6,,N
372,5dbf718211bb5a181c1680b7,,N
373,5dbf718211bb5a181c1680b8,,N
374,5dbf718211bb5a181c1680b9,,N
375,5dbf718211bb5a181c1680ba,,N
376,5dbf718211bb5a181c1680bb,,N
377,5dbf718211bb5a181c1680bc,,N
378,5dbf718211bb5a181c1680bd,,N
379,5dbf718f11bb5a181c1680be,,N
380,5dbf718f11bb5a181c1680bf,,N
381,5dbf718f11bb5a181c1680c0,,N
382,5dbf718f11bb5a181c1680c1,,N
383,5dbf718f11bb5a181c1680c2,,N
384,5dbf718f11bb5a181c1680c3,,N
385,5dbf718f11bb5a181c1680c4,,N
386,5dbf718f11bb5a181c1680c5,,N
387,5dbf718f11bb5a181c1680c6,,N
388,5dbf719011bb5a181c1680c7,,N
389,5dbf719011bb5a181c1680c8,,N
390,5dbf719011bb5a181c1680c9,,N
391,5dbf719011bb5a181c1680ca,,N
392,5dbf719011bb5a181c1680cb,,N
393,5dbf719011bb5a181c1680cc,,N
394,5dbf719011bb5a181c1680cd,,N
395,5dbf719011bb5a181c1680ce,,N
396,5dbf719011bb5a181c1680cf,,N
397,5dbf719011bb5a181c1680d0,,N
398,5dbf719011bb5a181c1680d1,,N
399,5dbf719011bb5a181c1680d2,,N
400,5dbf719011bb5a181c1680d3,,N
401,5dbf719011bb5a181c1680d4,,N
402,5dbf719011bb5a181c1680d5,,N
403,5dbf719011bb5a181c1680d6,,N
404,5dbf719011bb5a181c1680d7,,N
405,5dbf719011bb5a181c1680d8,,N
406,5dbf719011bb5a181c1680d9,,N
407,5dbf719011bb5a181c1680da,,N
408,5dbf719111bb5a181c1680db,,N
409,5dbf719111bb5a181c1680dc,,N
410,5dbf719111bb5a181c1680dd,,N
411,5dbf719111bb5a181c1680de,,N
412,5dbf719111bb5a181c1680df,,N
413,5dbf719111bb5a181c1680e0,,N
414,5dbf719111bb5a181c1680e1,,N
415,5dbf719111bb5a181c1680e2,,N
416,5dbf719111bb5a181c1680e3,,N
417,5dbf719111bb5a181c1680e4,,N
418,5dbf719111bb5a181c1680e5,,N
419,5dbf719111bb5a181c1680e6,,N
420,5dbf719111bb5a181c1680e7,,N
421,5dbf719111bb5a181c1680e8,,N
422,5dbf719111bb5a181c1680e9,,N
423,5dbf719111bb5a181c1680ea,,N
424,5dbf719111bb5a181c1680eb,,N
425,5dbf719111bb5a181c1680ec,,N
426,5dbf719111bb5a181c1680ed,,N
427,5dbf719111bb5a181c1680ee,,N
428,5dbf719111bb5a181c1680ef,,N
429,5dbf719211bb5a181c1680f0,,N
430,5dbf719211bb5a181c1680f1,,N
431,5dbf719211bb5a181c1680f2,,N
432,5dbf719211bb5a181c1680f3,,N
433,5dbf719211bb5a181c1680f4,,N
434,5dbf719211bb5a181c1680f5,,N
435,5dbf719211bb5a181c1680f6,,N
436,5dbf719211bb5a181c1680f7,,N
437,5dbf719211bb5a181c1680f8,,N
438,5dbf719211bb5a181c1680f9,,N
439,5dbf719911bb5a181c1680fa,,N
440,5dbf719911bb5a181c1680fb,,N
441,5dbf719911bb5a181c1680fc,,N
442,5dbf719911bb5a181c1680fd,,N
443,5dbf719911bb5a181c1680fe,,N
444,5dbf719911bb5a181c1680ff,,N
445,5dbf719911bb5a181c168100,,N
446,5dbf719a11bb5a181c168101,,N
447,5dbf719a11bb5a181c168102,,N
448,5dbf719a11bb5a181c168103,,N
449,5dbf719a11bb5a181c168104,,N
450,5dbf719a11bb5a181c168105,,N
451,5dbf719a11bb5a181c168106,,N
452,5dbf719a11bb5a181c168107,,N
453,5dbf719a11bb5a181c168108,,N
454,5dbf719a11bb5a181c168109,,N
455,5dbf719a11bb5a181c16810a,,N
456,5dbf719a11bb5a181c16810b,,N
457,5dbf719a11bb5a181c16810c,,N
458,5dbf719a11bb5a181c16810d,,N
459,5dbf719a11bb5a181c16810e,,N
460,5dbf719a11bb5a181c16810f,,N
461,5dbf719a11bb5a181c168110,,N
462,5dbf719a11bb5a181c168111,,N
463,5dbf719a11bb5a181c168112,,N
464,5dbf719a11bb5a181c168113,,N
465,5dbf719a11bb5a181c168114,,N
466,5dbf719b11bb5a181c168115,,N
467,5dbf719b11bb5a181c168116,,N
468,5dbf719b11bb5a181c168117,,N
469,5dbf719b11bb5a181c168118,,N
470,5dbf719b11bb5a181c168119,,N
471,5dbf719b11bb5a181c16811a,,N
472,5dbf719b11bb5a181c16811b,,N
473,5dbf719b11bb5a181c16811c,,N
474,5dbf719b11bb5a181c16811d,,N
475,5dbf719b11bb5a181c16811e,,N
476,5dbf719b11bb5a181c16811f,,N
477,5dbf719b11bb5a181c168120,,N
478,5dbf719b11bb5a181c168121,,N
479,5dbf719b11bb5a181c168122,,N
480,5dbf719b11bb5a181c168123,,N
481,5dbf719b11bb5a181c168124,,N
482,5dbf719b11bb5a181c168125,,N
483,5dbf719b11bb5a181c168126,,N
484,5dbf719b11bb5a181c168127,,N
485,5dbf719c11bb5a181c168128,,N
486,5dbf719c11bb5a181c168129,,N
487,5dbf719c11bb5a181c16812a,,N
488,5dbf719c11bb5a181c16812b,,N
489,5dbf719c11bb5a181c16812c,,N
490,5dbf719c11bb5a181c16812d,,N
491,5dbf719c11bb5a181c16812e,,N
492,5dbf719c11bb5a181c16812f,,N
493,5dbf719c11bb5a181c168130,,N
494,5dbf719c11bb5a181c168131,,N
495,5dbf719c11bb5a181c168132,,N
496,5dbf719c11bb5a181c168133,,N
497,5dbf719c11bb5a181c168134,,N
498,5dbf719c11bb5a181c168135,,N
499,5dbf719c11bb5a181c168136,,N
500,5dbf719c11bb5a181c168137,,N
501,5dbf719c11bb5a181c168138,,N
502,5dbf719c11bb5a181c168139,,N
503,5dbf719c11bb5a181c16813a,,N
504,5dbf719c11bb5a181c16813b,,N
505,5dbf719d11bb5a181c16813c,,N
506,5dbf719d11bb5a181c16813d,,N
507,5dbf719d11bb5a181c16813e,,N
508,5dbf719d11bb5a181c16813f,,N
509,5dbf719d11bb5a181c168140,,N
510,5dbf719d11bb5a181c168141,,N
511,5dbf719d11bb5a181c168142,,N
512,5dbf719d11bb5a181c168143,,N
513,5dbf719d11bb5a181c168144,,N
514,5dbf719d11bb5a181c168145,,N
515,5dbf719d11bb5a181c168146,,N
516,5dbf719d11bb5a181c168147,,N
517,5dbf719d11bb5a181c168148,,N
518,5dbf719d11bb5a181c168149,,N
519,5dbf719d11bb5a181c16814a,,N
520,5dbf719d11bb5a181c16814b,,N
521,5dbf719d11bb5a181c16814c,,N
522,5dbf719d11bb5a181c16814d,,N
523,5dbf719d11bb5a181c16814e,,N
524,5dbf719d11bb5a181c16814f,,N
525,5dbf719d11bb5a181c168150,,N
526,5dbf719e11bb5a181c168151,,N
527,5dbf719e11bb5a181c168152,,N
528,5dbf719e11bb5a181c168153,,N
529,5dbf719e11bb5a181c168154,,N
530,5dbf719e11bb5a181c168155,,N
531,5dbf719e11bb5a181c168156,,N
532,5dbf719e11bb5a181c168157,,N
533,5dbf719e11bb5a181c168158,,N
534,5dbf719e11bb5a181c168159,,N
535,5dbf719e11bb5a181c16815a,,N
536,5dbf719e11bb5a181c16815b,,N
537,5dbf719e11bb5a181c16815c,,N
538,5dbf719e11bb5a181c16815d,,N
539,5dbf71a411bb5a181c16815e,,N
540,5dbf71a511bb5a181c16815f,,N
541,5dbf71a511bb5a181c168160,,N
542,5dbf71a511bb5a181c168161,,N
543,5dbf71a511bb5a181c168162,,N
544,5dbf71a511bb5a181c168163,,N
545,5dbf71a511bb5a181c168164,,N
546,5dbf71a511bb5a181c168165,,N
547,5dbf71a511bb5a181c168166,,N
548,5dbf71a511bb5a181c168167,,N
549,5dbf71a511bb5a181c168168,,N
550,5dbf71a511bb5a181c168169,,N
551,5dbf71a511bb5a181c16816a,,N
552,5dbf71a511bb5a181c16816b,,N
553,5dbf71a511bb5a181c16816c,,N
554,5dbf71a511bb5a181c16816d,,N
555,5dbf71a511bb5a181c16816e,,N
556,5dbf71a511bb5a181c16816f,,N
557,5dbf71a511bb5a181c168170,,N
558,5dbf71a511bb5a181c168171,,N
559,5dbf71a511bb5a181c168172,,N
560,5dbf71a511bb5a181c168173,,N
561,5dbf71a611bb5a181c168174,,N
562,5dbf71a611bb5a181c168175,,N
563,5dbf71a611bb5a181c168176,,N
564,5dbf71a611bb5a181c168177,,N
565,5dbf71a611bb5a181c168178,,N
566,5dbf71a611bb5a181c168179,,N
567,5dbf71a611bb5a181c16817a,,N
568,5dbf71a611bb5a181c16817b,,N
569,5dbf71a611bb5a181c16817c,,N
570,5dbf71a611bb5a181c16817d,,N
571,5dbf71a611bb5a181c16817e,,N
572,5dbf71a611bb5a181c16817f,,N
573,5dbf71a611bb5a181c168180,,N
574,5dbf71a611bb5a181c168181,,N
575,5dbf71a611bb5a181c168182,,N
576,5dbf71a611bb5a181c168183,,N
577,5dbf71a611bb5a181c168184,,N
578,5dbf71a611bb5a181c168185,,N
579,5dbf71a611bb5a181c168186,,N
580,5dbf71a611bb5a181c168187,,N
581,5dbf71a611bb5a181c168188,,N
582,5dbf71a711bb5a181c168189,,N
583,5dbf71a711bb5a181c16818a,,N
584,5dbf71a711bb5a181c16818b,,N
585,5dbf71a711bb5a181c16818c,,N
586,5dbf71a711bb5a181c16818d,,N
587,5dbf71a711bb5a181c16818e,,N
588,5dbf71a711bb5a181c16818f,,N
589,5dbf71a711bb5a181c168190,,N
590,5dbf71a711bb5a181c168191,,N
591,5dbf71a711bb5a181c168192,,N
592,5dbf71a711bb5a181c168193,,N
593,5dbf71a711bb5a181c168194,,N
594,5dbf71a711bb5a181c168195,,N
595,5dbf71a711bb5a181c168196,,N
596,5dbf71a711bb5a181c168197,,N
597,5dbf71a711bb5a181c168198,,N
598,5dbf71a711bb5a181c168199,,N
599,5dbf71a711bb5a181c16819a,,N
600,5dbf71a711bb5a181c16819b,,N
601,5dbf71a711bb5a181c16819c,,N
602,5dbf71a811bb5a181c16819d,,N
603,5dbf71a811bb5a181c16819e,,N
604,5dbf71a811bb5a181c16819f,,N
605,5dbf71a811bb5a181c1681a0,,N
606,5dbf71a811bb5a181c1681a1,,N
607,5dbf71a811bb5a181c1681a2,,N
608,5dbf71a811bb5a181c1681a3,,N
609,5dbf71a811bb5a181c1681a4,,N
610,5dbf71a811bb5a181c1681a5,,N
611,5dbf71a811bb5a181c1681a6,,N
612,5dbf71a811bb5a181c1681a7,,N
613,5dbf71a811bb5a181c1681a8,,N
614,5dbf71a811bb5a181c1681a9,,N
615,5dbf71a811bb5a181c1681aa,,N
616,5dbf71a811bb5a181c1681ab,,N
617,5dbf71a811bb5a181c1681ac,,N
