,Unnamed: 0,Unnamed: 0.1,id,text,URL,createdTimestamp,quoteCount,replyCount,retweetCount,favoriteCount,isInReplyTouser_id,userLocation,userFollowersCount,userFriendsCount,lang,isRelated,source,sourceDate,NP,isInReplyTo,user_id,vader_compound,vader_sentiment,tb_polarity,tb_sentiment
213,255,255,5dae74f611bb5a25b06906f2,"The Board of 
has TOTALLY lost it.
New CEO will run
very troubled, enormous
 enterprise
223,267,267,5dae74f611bb5a25b06906fe,"Wells FargoÃ¢ÂÂs new CEO is from NYMellon, 1 fails they all will! Same playbook, letÃ¢ÂÂs do this! Buy $WFB$ shares and turn tÃ¢ÂÂ¦",,9/29/2019 13:33,0,0,0,0,,"Powerville, NJ",6529,6628,en,Y,WF,9/29/2019,N,0,7.46E+17,0.2462,E,-0.162878788,E
423,513,513,5dae758411bb5a25b06907f4, : Wells FargoÃ¢ÂÂs new CEO Charlie Scharf spent 25 years learning from Jamie DimonÃ¢ÂÂnow heÃ¢ÂÂs taking him onÃ¢ÂÂ¦ ,https://t.co/xl0ZPxULjG,10/2/2019 15:50,0,0,0,0,,,661,48,en,Y,WF,10/2/2019,,0,3183637130,0.25,E,0.018181818,E
124,159,159,5dae74cd11bb5a25b0690692, Wells Fargo names new CEO after long search  ,https://t.co/3uwpuMBuhI,9/28/2019 18:58,0,0,0,0,,,92,5,en,Y,WF,9/28/2019,,0,1163744432,0.25,E,0.043181818,E
334,397,397,5dae751c11bb5a25b0690780,"""Wells Fargo Appoints New CEO"" via DSNews   ",https://t.co/qRfRcD7sWE,9/30/2019 14:53,0,0,0,0,,"Sacramento Area, California",213,12,en,Y,WF,9/30/2019,,0,174391575,0.25,E,0.136363636,E
163,198,198,5dae74cf11bb5a25b06906b9,"$WFC  Charles Scharf: 10 Things to Know About the New Wells Fargo CEO

",https://t.co/XFSZm9rKQK,9/28/2019 15:06,0,0,0,0,,"New York, USA",6740,0,en,Y,WF,9/28/2019,,0,9.17E+17,0.25,E,0.136363636,E
282,339,339,5dae751811bb5a25b0690746,$WFC $BK Wells Fargo &amp; CoÃ¢ÂÂs new CEO should bring some needed stability as the bank tries to get out from under reguÃ¢ÂÂ¦ ,https://t.co/I9CtEgRqee,9/30/2019 19:49,0,0,0,0,,"New York, NY",90,0,en,Y,WF,9/30/2019,P,0,1.13E+18,0.25,E,0.018181818,E
304,365,365,5dae751a11bb5a25b0690760,"$WFC Buy Wells Fargo as a 'Golden Cross' Forms on New CEO

",https://t.co/YZdbQyzUyv,9/30/2019 17:21,0,0,0,0,,"New York, USA",6740,0,en,Y,WF,9/30/2019,P,0,9.17E+17,0.25,E,0.145454545,E
315,377,377,5dae751b11bb5a25b069076c,"$WFC:

Buy Wells Fargo as a Ã¢ÂÂGolden CrossÃ¢ÂÂ Forms on New CEO:

",https://t.co/DVnbCqMqJ3,9/30/2019 16:19,0,0,0,0,,United States,2455,5,en,Y,WF,9/30/2019,P,0,2341281566,0.25,E,0.136363636,E
419,504,504,5dae758311bb5a25b06907eb,"$WFC:

Can Wells FargoÃ¢ÂÂs New Outsider CEO Right the Ship?:

",https://t.co/eOsLbESt9Q,10/2/2019 19:16,0,0,0,0,,United States,2640,9,en,Y,WF,10/2/2019,,0,2341445778,0.25,E,0.211038961,E
330,393,393,5dae751c11bb5a25b069077c,"$WFC:

Why Wall Street Is Rather Mixed About New CEO of Wells Fargo:

",https://t.co/rxIHjkcmi7,9/30/2019 15:12,0,0,0,0,,US,977,0,en,Y,WF,9/30/2019,,0,2342763212,0.25,E,0.068181818,E
231,275,275,5dae74f711bb5a25b0690706,"*BREAKING* Wells Fargo naming new CEO removes a 'major overhang' on the stock, analyst says  ",https://t.co/krghvE794K,9/29/2019 11:58,0,0,0,0,,New York and London,69959,49470,en,Y,WF,9/29/2019,P,0,3240385912,0.25,E,0.099431818,E
139,174,174,5dae74cd11bb5a25b06906a1,.@WellsFargo  - Wells Fargo Names Scharf President &amp; Chief Executive Officer -Ã¢ÂÂ¦ ,https://t.co/kEYSB9MZjh,9/28/2019 17:42,0,0,0,0,,"Bryn Mawr, PA",1722,2607,en,Y,WF,9/28/2019,,0,896702035,0.25,E,0,E
128,163,163,5dae74cd11bb5a25b0690696,5 key tasks facing Wells FargoÃ¢ÂÂs new CEO ,https://t.co/MsYMlBxevn,9/28/2019 18:27,0,0,0,0,,"Topeka, KS; Eagan, MN",30,29,en,Y,WF,9/28/2019,,0,9.81E+17,0.25,E,0.068181818,E
312,374,374,5dae751b11bb5a25b0690769,5 key tasks facing Wells FargoÃ¢ÂÂs new CEO ,https://t.co/vVqVUtQ3X6,9/30/2019 16:28,0,0,0,0,,"Los Gatos, California",85,9,en,Y,WF,9/30/2019,,0,213771154,0.25,E,0.068181818,E
180,216,216,5dae74d011bb5a25b06906cb,"A proven leader and an experienced CEO, Mr. Charles Scharf was announced the new CEO of Wells Fargo &amp; Co. (Ã¢ÂÂ¦ ",https://t.co/WLexZ15SjF,9/28/2019 14:00,0,0,1,5,,"New York, NY",4674,1092,en,Y,WF,9/28/2019,P,0,230970754,0.25,E,0.468181818,E
126,161,161,5dae74cd11bb5a25b0690694,"After six months of searching, Wells Fargo has hired a CEO Ã¢ÂÂÃÂ BNY Mellon's.

",https://t.co/zh7dwzhthm,9/28/2019 18:38,0,0,0,0,,,2341,920,en,Y,WF,9/28/2019,,0,584016512,0.25,E,0,E
143,178,178,5dae74ce11bb5a25b06906a5,"After two years at BNY Mellon, Scharf to take CEO post at Wells Fargo, open since March. ",https://t.co/fz8HAIIBO3,9/28/2019 17:01,0,0,0,0,,"Pittsburgh, PA",28583,1459,en,Y,WF,9/28/2019,,0,24247996,0.25,E,0,E
142,177,177,5dae74ce11bb5a25b06906a4,Bank of New York Mellon chairman and chief executive moves to Wells Fargo on Oct. 21 ,https://t.co/NJceYcKlKT,9/28/2019 17:14,0,0,0,0,,"Chennai, India",110,60,en,Y,WF,9/28/2019,,0,2554709364,0.25,E,0.136363636,E
256,300,300,5dae74f811bb5a25b069071f,Beleaguered Wells Fargo names Jamie Dimon protegee as new CEO   ,https://t.co/hnFcdoorAF,9/29/2019 3:59,0,0,0,0,,"Asuncion, Paraguay",202,508,en,Y,WF,9/29/2019,,0,427680935,0.25,E,0.136363636,E
110,140,140,5dae74cb11bb5a25b069067f,BNY Mellon Chairman and CEO Charles Scharf will become the next CEO of Wells Fargo. ,https://t.co/XsdRdCd4x4,9/28/2019 21:01,0,0,0,0,,"Austin, Texas ",55328,2697,en,Y,WF,9/28/2019,,0,24037404,0.25,E,0,E
189,226,226,5dae74d111bb5a25b06906d5,BNY Mellon Chairman and CEO Charles Scharf will become the next CEO of Wells Fargo. ,https://t.co/UW2C9Z9Qj6,9/28/2019 13:03,0,0,0,0,,"Denver, Colorado",101571,1065,en,Y,WF,9/28/2019,,0,23274387,0.25,E,0,E
214,257,257,5dae74f611bb5a25b06906f4,BNY Mellon Chairman and CEO Charles Scharf will become the next CEO of Wells Fargo. ,https://t.co/HMK6Ifj6bi,9/29/2019 17:08,0,0,0,0,,"Denver, CO",2274,4996,en,Y,WF,9/29/2019,,0,262797667,0.25,E,0,E
215,258,258,5dae74f611bb5a25b06906f5,BNY Mellon Chairman and CEO Charles Scharf will become the next CEO of Wells Fargo. ,https://t.co/HMK6Ifj6bi,9/29/2019 17:03,1,0,1,3,,"Denver, Colorado",101571,1065,en,Y,WF,9/29/2019,,0,23274387,0.25,E,0,E
221,265,265,5dae74f611bb5a25b06906fc,BNY Mellon Chairman and CEO Charles Scharf will become the next CEO of Wells Fargo. ,https://t.co/HlZGKa9nmr,9/29/2019 15:01,0,0,0,0,,"Austin, Texas ",55328,2697,en,Y,WF,9/29/2019,,0,24037404,0.25,E,0,E
250,294,294,5dae74f811bb5a25b0690719,BNY Mellon Chairman and CEO Charles Scharf will become the next CEO of Wells Fargo. ,https://t.co/b7lm8ri7aY,9/29/2019 6:01,0,0,0,0,,"Austin, Texas ",55328,2697,en,Y,WF,9/29/2019,,0,24037404,0.25,E,0,E
303,364,364,5dae751a11bb5a25b069075f,Buy Wells Fargo as a 'Golden Cross' Forms on New CEO ,https://t.co/JcxEVnLGVM,9/30/2019 17:27,0,0,0,0,,,86,11,en,Y,WF,9/30/2019,P,0,1035040734,0.25,E,0.145454545,E
293,350,350,5dae751911bb5a25b0690751,Buy Wells Fargo as a 'Golden Cross' Forms on New CEO  via ,https://t.co/nG59W7elcn,9/30/2019 18:24,0,0,0,0,,"ÃÂT: 40.74037,-74.046637",508,2340,en,Y,WF,9/30/2019,P,0,52245541,0.25,E,0.145454545,E
314,376,376,5dae751b11bb5a25b069076b,Buy Wells Fargo as a 'Golden Cross' Forms on New CEO  via ,https://t.co/vEyVGSTKJS,9/30/2019 16:20,0,1,0,0,,"Land O Lakes, FL",6692,7398,en,Y,WF,9/30/2019,P,0,21689176,0.25,E,0.145454545,E
188,225,225,5dae74d111bb5a25b06906d4,"Buy Wells Fargo stock now as overhaul set to begin under new CEO, Barron's says  See the resÃ¢ÂÂ¦ ",https://t.co/udyOu2tFtu,9/28/2019 13:05,0,0,0,0,,NYC,16,32,en,Y,WF,9/28/2019,N,0,633824212,0.25,E,0.136363636,E
107,136,136,5dae74cb11bb5a25b069067b,Charles Scharf named Wells Fargo CEO  ,https://t.co/4e62pQ9Plr,9/28/2019 22:08,0,0,0,0,,,2446,316,en,Y,WF,9/28/2019,,0,585768198,0.25,E,0,E
253,297,297,5dae74f811bb5a25b069071c,Charles Scharf set to become new Wells Fargo CEO ,https://t.co/VQnek0SKDS,9/29/2019 4:00,0,0,0,0,,"Washington, D.C.",2085,1833,en,Y,WF,9/29/2019,,0,335224933,0.25,E,0.136363636,E
254,298,298,5dae74f811bb5a25b069071d,Charles Scharf set to become new Wells Fargo CEO ,https://t.co/WmL5OTrVkP,9/29/2019 4:00,0,0,0,0,,"Washington, D.C.",1962,1818,en,Y,WF,9/29/2019,,0,335179740,0.25,E,0.136363636,E
305,366,366,5dae751a11bb5a25b0690761,Charles Scharf will be the third CEO to lead the embattled Wells Fargo in three years. ,https://t.co/HkMsb16Uj7,9/30/2019 16:50,0,0,0,0,,New York City,5354,897,en,Y,WF,9/30/2019,,0,1149196309,0.25,E,0,E
39,43,43,5dab73cd11bb5a1f6c86dfe8,"Charles Scharf, the former boss of BNY Mellon, will take over as CEO of Wells Fargo ",https://t.co/ONftF2bDEz,9/27/2019 22:44,0,0,0,0,,,0,449,en,Y,WF,9/27/2019,,0,1.16E+18,0.25,E,0,E
75,80,80,5dab73cf11bb5a1f6c86e00d,"Charles Scharf, the former boss of BNY Mellon, will take over as CEO of Wells Fargo ",https://t.co/ONftF2bDEz,9/27/2019 22:05,0,0,0,0,,"Massachusetts, USA",2444,4964,en,Y,WF,9/27/2019,,0,1252907875,0.25,E,0,E
79,84,84,5dab73cf11bb5a1f6c86e011,"Charles Scharf, the former boss of BNY Mellon, will take over as CEO of Wells Fargo ",https://t.co/ONftF2bDEz,9/27/2019 22:02,0,0,0,0,,,36,351,en,Y,WF,9/27/2019,,0,464963106,0.25,E,0,E
82,87,87,5dab73cf11bb5a1f6c86e014,"Charles Scharf, the former boss of BNY Mellon, will take over as CEO of Wells Fargo ",https://t.co/ONftF2bDEz,9/27/2019 21:59,0,0,0,0,,,910,796,en,Y,WF,9/27/2019,,0,604978737,0.25,E,0,E
86,91,91,5dab73d011bb5a1f6c86e018,"Charles Scharf, the former boss of BNY Mellon, will take over as CEO of Wells Fargo ",https://t.co/ONftF2bDEz,9/27/2019 21:57,0,0,0,0,,"Bologna, Florence, Rome ",704,3521,en,Y,WF,9/27/2019,,0,9.25E+17,0.25,E,0,E
87,92,92,5dab73d011bb5a1f6c86e019,"Charles Scharf, the former boss of BNY Mellon, will take over as CEO of Wells Fargo ",https://t.co/ONftF2bDEz,9/27/2019 21:57,0,0,0,0,,United States,598,1511,en,Y,WF,9/27/2019,,0,24839495,0.25,E,0,E
90,95,95,5dab73d011bb5a1f6c86e01c,"Charles Scharf, the former boss of BNY Mellon, will take over as CEO of Wells Fargo ",https://t.co/ONftF2bDEz,9/27/2019 21:55,0,0,0,0,,"New York, NY",154,339,en,Y,WF,9/27/2019,,0,1.09E+18,0.25,E,0,E
91,96,96,5dab73d011bb5a1f6c86e01d,"Charles Scharf, the former boss of BNY Mellon, will take over as CEO of Wells Fargo ",https://t.co/ONftF2bDEz,9/27/2019 21:55,0,0,0,0,,,221,0,en,Y,WF,9/27/2019,,0,3313760755,0.25,E,0,E
92,97,97,5dab73d011bb5a1f6c86e01e,"Charles Scharf, the former boss of BNY Mellon, will take over as CEO of Wells Fargo ",https://t.co/ONftF2bDEz,9/27/2019 21:54,4,2,14,20,,London,24102121,121,en,Y,WF,9/27/2019,,0,5988062,0.25,E,0,E
83,88,88,5dab73d011bb5a1f6c86e015,"Charles Scharf, the former boss of BNY Mellon, will take over as CEO of Wells Fargo.",,9/27/2019 21:58,0,0,0,0,,acÃÂ¡,6179,6445,en,Y,WF,9/27/2019,,0,90475995,0.25,E,0,E
85,90,90,5dab73d011bb5a1f6c86e017,"Charles Scharf, the former boss of BNY Mellon, will take over as CEO of Wells Fargo.

Ã Â¬ÂÃ Â¬Â¾Ã Â¬Â°Ã Â­ÂÃ Â¬Â²Ã Â¬Â¸ Ã Â¬Â·Ã Â­ÂÃ Â¬ÂÃ Â­ÂÃ Â¬Â°Ã Â¬Â« , BNY Mellon Ã Â¬Â°Ã¢ÂÂ¦ ",https://t.co/PhywDzkHoC,9/27/2019 21:58,0,0,0,0,,Internet,541,2554,en,Y,WF,9/27/2019,,0,9.82E+17,0.25,E,0,E
246,290,290,5dae74f811bb5a25b0690715,"Charles W. Scharf, a longtime banker, will take over as chief executive of the scandal-plagued bank Wells Fargo ",,9/29/2019 6:18,0,0,0,0,,,1001,2199,en,Y,WF,9/29/2019,,0,2179789638,0.25,E,0,E
247,291,291,5dae74f811bb5a25b0690716,"Charles W. Scharf, a longtime banker, will take over as chief executive of the scandal-plagued bank Wells Fargo ",,9/29/2019 6:17,0,0,0,0,,,895,545,en,Y,WF,9/29/2019,,0,2421908784,0.25,E,0,E
249,293,293,5dae74f811bb5a25b0690718,"Charles W. Scharf, a longtime banker, will take over as chief executive of the scandal-plagued bank Wells Fargo ",https://t.co/VnsA6ATSmJ,9/29/2019 6:07,0,1,2,5,,"New York, NY",786743,441,en,Y,WF,9/29/2019,,0,1754641,0.25,E,0,E
70,75,75,5dab73cf11bb5a1f6c86e008,Charlie Sharf moves to Wells Fargo on Oct. 21 ,https://t.co/JnYzVxnIFj,9/27/2019 22:08,0,0,0,1,,"Palo Alto, CA",4014,124,en,Y,WF,9/27/2019,,0,92641376,0.25,E,0,E
383,461,461,5dae756811bb5a25b06907c0,Check out. Wells Fargo finally named a new CEO following a longwinded search to fill the role after its 2016 scandaÃ¢ÂÂ¦ ,https://t.co/vlThgyuuX3,10/1/2019 14:30,0,0,0,0,,"Tokyo-to, Japan",43244,35843,en,Y,WF,10/1/2019,,0,135922295,0.25,E,0.045454545,E
198,237,237,5dae74f511bb5a25b06906e0,"Cramer: The new Wells Fargo CEO had turned down the job init.. 
 -  - CNBC - TwitterÃ¢ÂÂ¦ ",https://t.co/MwzZtz6gci,9/29/2019 22:27,0,0,0,0,,World $www.news.1jl4.com$,1004,833,en,Y,WF,9/29/2019,,0,9.24E+17,0.25,E,-0.00959596,E
397,475,475,5dae756911bb5a25b06907ce,"Cramer: The new Wells Fargo CEO had turned down the job init.. 
 -  - CNBC - TwitterÃ¢ÂÂ¦ ",https://t.co/a1Zj0NetKv,10/1/2019 10:37,0,0,0,0,,World $www.news.1jl4.com$,1004,833,en,Y,WF,10/1/2019,,0,9.24E+17,0.25,E,-0.00959596,E
200,239,239,5dae74f511bb5a25b06906e2,"From Visa to Wells Fargo, Charlie Scharf is a rockstar in the financial services industry. He was just appointed CEÃ¢ÂÂ¦ ",https://t.co/ryrkFyFE2z,9/29/2019 21:41,0,0,0,0,,,17,48,en,Y,WF,9/29/2019,P,0,1.17E+18,0.25,E,0,E
225,269,269,5dae74f711bb5a25b0690700,Glugover Law GlugoverLaw Wells Fargo Selects Charles Scharf To Make History As The First Female CEO Of Major U.S. BÃ¢ÂÂ¦ ,https://t.co/qyD1FtVC8B,9/29/2019 13:07,0,0,0,0,,"Daytona Beach, FL",110,12,en,Y,WF,9/29/2019,N,0,9.82E+17,0.25,E,0.104166667,E
33,37,37,5dab73cd11bb5a1f6c86dfe2,"Here is what our Chief Reputation Officer, Stephen Hahn Griffiths said about the appointment of the new Wells FargoÃ¢ÂÂ¦ ",https://t.co/wghtMEDry4,9/27/2019 22:54,0,0,0,0,,,21,65,en,Y,WF,9/27/2019,,0,182871132,0.25,E,0.136363636,E
241,285,285,5dae74f811bb5a25b0690710,"IAM Platform Curated Tweet:

Beleaguered Wells Fargo names Jamie Dimon protege as new CEO Ã¢ÂÂ Fox Business 

",,9/29/2019 7:21,0,0,0,0,,YESU's HEART ,7601,6900,en,Y,WF,9/29/2019,,0,9.45E+17,0.25,E,0.136363636,E
242,286,286,5dae74f811bb5a25b0690711,"IAM Platform Curated Tweet:

Beleaguered Wells Fargo names Jamie Dimon protege as new CEO Ã¢ÂÂ Fox BusinessÃ¢ÂÂ¦ ",https://t.co/pSqMow6jNu,9/29/2019 7:20,0,0,1,0,,Worldwide,15175,12133,en,Y,WF,9/29/2019,,0,226310002,0.25,E,0.136363636,E
226,270,270,5dae74f711bb5a25b0690701,"IAM Platform Curated Tweet:

Wells FargoÃ¢ÂÂs Overhaul Is Set to Begin Under New CEO. Buy Its Stock Now.Ã¢ÂÂ¦ ",https://t.co/e0h6CPtt3p,9/29/2019 13:05,0,0,0,0,,Worldwide,15175,12133,en,Y,WF,9/29/2019,P,0,226310002,0.25,E,0.136363636,E
437,544,544,5dae758611bb5a25b0690813,"If the Wells Fargo CEO can do his work remotely, so can you Ã°ÂÂÂª",https://t.co/cHVoKRRxkS,10/2/2019 0:18,0,0,0,1,,"Portland, OR",252,340,en,Y,WF,10/2/2019,,0,5162811,0.25,E,-0.1,E
218,262,262,5dae74f611bb5a25b06906f9,Incoming Wells Fargo CEO Charles Scharf has a long road ahead of him. ,https://t.co/TcDG8CL2WK,9/29/2019 16:01,0,0,0,0,,"Los Angeles, CA",1904,302,en,Y,WF,9/29/2019,,0,803208272,0.25,E,-0.05,E
288,345,345,5dae751911bb5a25b069074c,Incoming Wells Fargo CEO Charles Scharf has a long road ahead of him. ,https://t.co/w19FXb0Oc6,9/30/2019 19:01,0,0,0,0,,"Los Angeles, CA",1904,302,en,Y,WF,9/30/2019,,0,803208272,0.25,E,-0.05,E
122,156,156,5dae74cc11bb5a25b069068f,Kathleen Pender: Wells FargoÃ¢ÂÂs HQ is San Francisco. Its new CEO will run it from New York [San FranciscoÃÂ Chronicle] ,https://t.co/CgbLXHhqvZ,9/28/2019 19:04,0,0,0,0,,"Fairfield, CA",2134,518,en,Y,WF,9/28/2019,,0,388084044,0.25,E,0.136363636,E
125,160,160,5dae74cd11bb5a25b0690693,Kathleen Pender: Wells FargoÃ¢ÂÂs HQ is San Francisco. Its new CEO will run it from New York [San FranciscoÃÂ Chronicle] ,https://t.co/TKi8a0D5oR,9/28/2019 18:51,0,0,0,0,,"Fairfield, CA",2134,518,en,Y,WF,9/28/2019,,0,388084044,0.25,E,0.136363636,E
138,173,173,5dae74cd11bb5a25b06906a0,New CEO At Wells Fargo Faces A Heavy Lift  ,https://t.co/ocNPJE8gHL,9/28/2019 17:44,0,0,0,0,,,740,54,en,Y,WF,9/28/2019,,0,35381304,0.25,E,-0.031818182,E
382,459,459,5dae756811bb5a25b06907be,New CEO At Wells Fargo Faces A Heavy Lift  ,https://t.co/CJin8BvY0P,10/1/2019 14:50,0,0,0,0,,Madrid,129,87,en,Y,WF,10/1/2019,,0,429457673,0.25,E,-0.031818182,E
393,471,471,5dae756811bb5a25b06907ca,New CEO At Wells Fargo Faces A Heavy Lift   ,https://t.co/sWR5woO87X,10/1/2019 12:05,0,0,0,0,,,269,563,en,Y,WF,10/1/2019,,0,3905502084,0.25,E,-0.031818182,E
148,183,183,5dae74ce11bb5a25b06906aa,"New post in Forex Consultor Expert BR News: Money Times
Telhado de vidro continua em bancos com novo CEO do Wells FÃ¢ÂÂ¦ ",https://t.co/VVUcY06fpG,9/28/2019 16:31,0,0,0,0,,Brasil,14381,12093,pt,Y,WF,9/28/2019,,0,95810074,0.25,E,0.136363636,E
255,299,299,5dae74f811bb5a25b069071e,New Wells Fargo CEO Gets a 40% Raise to $23 Million  via ,https://t.co/eBWbbQaMya,9/29/2019 4:00,0,0,0,0,,United States,421,531,en,Y,WF,9/29/2019,,0,86407660,0.25,E,0.136363636,E
78,83,83,5dab73cf11bb5a1f6c86e010,New Wells Fargo CEO will again run a West Coast-based company fromÃÂ NYC ,https://t.co/5xwVXi9TUO,9/27/2019 22:02,0,0,0,0,,,18,122,en,Y,WF,9/27/2019,,0,1512983822,0.25,E,0.136363636,E
289,346,346,5dae751911bb5a25b069074d,New Wells Fargo Chief fuels east Coast/West Coast beef  ,https://t.co/XbWz1LGJB8,9/30/2019 18:58,0,0,0,0,,"San Francisco, CA",3137,589,en,Y,WF,9/30/2019,,0,13498412,0.25,E,0.136363636,E
30,34,34,5dab73cc11bb5a1f6c86dfdf,"one day before the Wells FargoÃ¢ÂÂs CEO search hit its 6 month mark, the bank named Charlie Scharf Ã¢ÂÂ JPM/Visa alum running BÃ¢ÂÂ¦",,9/27/2019 22:56,0,0,0,0,,Everywhere ,382,4857,en,Y,WF,9/27/2019,,0,3473310926,0.25,E,0,E
203,242,242,5dae74f511bb5a25b06906e5,"PreMarket Prep Recap: Micron Earnings, Wells FargoÃ¢ÂÂs New CEO  ",https://t.co/xiyf7255aG,9/29/2019 20:54,0,0,0,0,,"Florida, USA",366,103,en,Y,WF,9/29/2019,,0,1.01E+18,0.25,E,0.136363636,E
72,77,77,5dab73cf11bb5a1f6c86e00a,RT NBBJ: Wells Fargo hires new CEO  ,https://t.co/nktxmpnrsZ,9/27/2019 22:08,0,0,0,0,,"Santa Rosa, CA",489,1314,en,Y,WF,9/27/2019,,0,156508552,0.25,E,0.136363636,E
234,278,278,5dae74f711bb5a25b0690709,Scandal-plagued Wells Fargo names BNY MellonÃ¢ÂÂs Charles Scharf asÃÂ CEO  ,https://t.co/ku6ZN2ACz4,9/29/2019 10:32,0,0,0,0,,World,31,12,en,Y,WF,9/29/2019,,0,1.04E+18,0.25,E,0,E
42,46,46,5dab73cd11bb5a1f6c86dfeb,Scandal-plagued Wells Fargo names BNY Mellon's Charles Scharf as CEO ,https://t.co/GSLj4tlo2E,9/27/2019 22:40,0,0,0,0,,,36,8,en,Y,WF,9/27/2019,,0,575118295,0.25,E,0,E
166,202,202,5dae74cf11bb5a25b06906bd,Scandal-plagued Wells Fargo names BNY Mellon's Charles Scharf as CEO ,https://t.co/BigBlssll9,9/28/2019 14:54,0,0,0,0,,NJ-NY,3337,4997,en,Y,WF,9/28/2019,,0,338019063,0.25,E,0,E
318,381,381,5dae751b11bb5a25b0690770,Scandal-plagued Wells Fargo names BNY Mellon's Charles Scharf as CEO ,https://t.co/XqBW6O5QA3,9/30/2019 16:03,0,0,1,0,,"Washington, DC",787,123,en,Y,WF,9/30/2019,,0,3472685955,0.25,E,0,E
416,497,497,5dae756a11bb5a25b06907e4,Scandal-plagued Wells Fargo names BNY Mellon's Charles Scharf as CEO ,https://t.co/XqBW6O5QA3,10/1/2019 0:08,0,0,0,0,,"Los Angeles, CA",42,185,en,Y,WF,10/1/2019,,0,1.02E+18,0.25,E,0,E
29,33,33,5dab73cc11bb5a1f6c86dfde,Scandal-plagued Wells Fargo names BNY Mellon's Charles Scharf as CEO - CNBC ,https://t.co/JE997V9tCT,9/27/2019 22:57,0,0,0,0,,,682,960,en,Y,WF,9/27/2019,,0,7.14E+17,0.25,E,0,E
26,29,29,5dab73cc11bb5a1f6c86dfda,Scandal-plagued Wells Fargo names BNY Mellon's Charles Scharf as CEO - CNBC  via ,https://t.co/wsbNTMekjL,9/27/2019 22:59,0,0,0,0,,,25,64,en,Y,WF,9/27/2019,,0,1.13E+18,0.25,E,0,E
376,450,450,5dae756711bb5a25b06907b5,Scandal-Plagued Wells Fargo Taps BNY MellonÃ¢ÂÂs Charles Scharf as New CEO ,https://t.co/EZuHkXNWJl,10/1/2019 16:01,0,0,0,0,,Los Angeles,1,1,en,Y,WF,10/1/2019,,0,1.18E+18,0.25,E,0.136363636,E
273,326,326,5dae751811bb5a25b0690739,"Scharf signals continuity, rebuilding in debut as Wells Fargo CEO  ",https://t.co/DPOAB45Ghl,9/30/2019 21:00,0,0,0,0,,Everywhere,10165,1205,en,Y,WF,9/30/2019,,0,103939712,0.25,E,0,E
21,24,24,5dab73cc11bb5a1f6c86dfd5,Scharf was announced as San Francisco-based Wells FargoÃ¢ÂÂs new CEO today. He will be based in New York. ,https://t.co/uRNbUQlKRG,9/27/2019 23:06,0,0,0,0,,"Omaha, NE",3497,1437,en,Y,WF,9/27/2019,,0,140980387,0.25,E,0.136363636,E
108,138,138,5dae74cb11bb5a25b069067d,Telhado de vidro continua em bancos com novo CEO do Wells Fargo ,https://t.co/J6Xy8w31u5,9/28/2019 21:40,0,0,0,3,,"Sao Paulo, Brazil",17201,441,pt,Y,WF,9/28/2019,N,0,51150679,0.25,E,0,E
284,341,341,5dae751911bb5a25b0690748,The Board of Directors of Wells Fargo &amp; Company recently announced that it has named Charles W. Scharf as the compaÃ¢ÂÂ¦ ,https://t.co/PWnFi8JlVA,9/30/2019 19:45,0,0,0,0,,"Dallas, TX",15187,9051,en,Y,WF,9/30/2019,,0,35658709,0.25,E,0,E
244,288,288,5dae74f811bb5a25b0690713,The CEO of Visa will become the CEO of Wells Fargo on Oct 21st to fix the ailing company...a job many other candidaÃ¢ÂÂ¦ ,https://t.co/geC02yQ6es,9/29/2019 7:00,0,0,0,0,,"San Diego, CA",120,154,en,Y,WF,9/29/2019,,0,146716710,0.25,E,0.125,E
195,232,232,5dae74f411bb5a25b06906db,The Wall Street Journal: Wells Fargo Names Charles Scharf its new CEO  ,https://t.co/Lv6EEJwpdw,9/29/2019 23:28,0,0,0,0,,,22141,15514,en,Y,WF,9/29/2019,,0,561742581,0.25,E,0.136363636,E
102,122,122,5dae74a511bb5a25b069066d,"This is wild: Wells Fargo, the third-largest U.S. bank, can't find someone qualified who wants to be its CEO:
",https://t.co/tbG1ldhY6J,9/26/2019 14:54,0,1,0,1,,Toronto,8451,994,en,Y,WF,9/26/2019,N,0,28826930,0.25,E,0.15,E
54,58,58,5dab73ce11bb5a1f6c86dff7,Thoughts? San Francisco :: 5 key tasks facing Wells FargoÃ¢ÂÂs new CEO ,https://t.co/i3EGdUP29P,9/27/2019 22:24,0,0,0,0,,"San Francisco, CA, USA",4310,4992,en,Y,WF,9/27/2019,,0,8.53E+17,0.25,E,0.068181818,E
16,16,16,5dab73cb11bb5a1f6c86dfcd,W.T.F.? New Wells Fargo CEO Gets a 40% Raise to $23 Million  via ,https://t.co/4pUHMH3kB5,9/27/2019 23:19,0,0,1,0,,"Redwood City, CA",32,92,en,Y,WF,9/27/2019,,0,3067588782,0.25,E,0.136363636,E
359,425,425,5dae756511bb5a25b069079c,Wells Fargo $WFC settled -2.7% to $49.06. The 'new CEO' gap has been almost fully filled. Things turn v' bullish ifÃ¢ÂÂ¦ ,https://t.co/BKEmoJPN8h,10/1/2019 21:31,0,0,0,3,,"London, UK",5968,4,en,Y,WF,10/1/2019,,0,2193224916,0.25,E,0.268181818,E
